index,Album,Song Name,Lyrics
79,Reputation,Getaway Car,"No, nothing good starts in a getaway car  It was the best of times, the worst of crimes I struck a match and blew your mind But I didn't mean it and you didn’t see it The ties were black, the lies were white In shades of gray in candlelight I wanted to leave him, I needed a reason ""X"" marks the spot where we fell apart He poisoned the well, I was lyin' to myself I knew it from the first Old Fashioned, we were cursed We never had a shotgun shot in the dark (Oh!)  You were drivin' the getaway car We were flyin’, but we'd never get far Don't pretend it's such a mystery Think about the place where you first met me Ridin' in a getaway car There were sirens in the beat of your heart Should've known I'd be the first to leave Think about the place where you first met me In a getaway car, oh-oh-oh No, they never get far, oh-oh-ah No, nothing good starts in a getaway car  It was the great escape, the prison break The light of freedom on my face But you weren't thinkin’ and I was just drinkin’ While he was runnin' after us, I was screamin’, ""Go, go, go!"" But with three of us, honey, it's a sideshow And a circus ain't a love story and now we're both sorry (We’re both sorry) You might also like ""X"" marks the spot where we fell apart He poisoned the well, every man for himself I knew it from the first Old Fashioned, we were cursed It hit you like a shotgun shot to the heart (Oh!)  You were drivin' the getaway car We were flyin', but we'd never get far Don't pretend it's such a mystery Think about the place where you first met me Ridin' in a getaway car There were sirens in the beat of your heart Should've known I'd be the first to leave Think about the place where you first met me In a getaway car, oh-oh-oh No, they never get far, oh-oh-ah No, nothing good starts in a getaway car  We were jet-set, Bonnie and Clyde (Oh-oh) Until I switched to the other side, to the other side It's no surprise I turned you in (Oh-oh) 'Cause us traitors never win  I'm in a getaway car I left you in a motel bar Put the money in a bag and I stole the keys That was the last time you ever saw me (Oh!) Drivin' the getaway car We were flyin', but we'd never get far (Don't pretend) Don't pretend it's such a mystery Think about the place where you first met me Ridin' in a getaway car There were sirens in the beat of your heart (Should've known) Should've known I'd be the first to leave Think about the place where you first met me In a getaway car, oh-oh-oh No, they never get far, oh-oh-ah No, nothing good starts in a getaway car  I was ridin' in a getaway car I was cryin' in a getaway car I was dyin' in a getaway car Said goodbye in a getaway car Ridin' in a getaway car I was cryin' in a getaway car I was dyin' in a getaway car Said goodbye in a getaway car"
80,Reputation,Don't Blame Me,"Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life  I've been breakin' hearts a long time And toyin' with them older guys Just playthings for me to use Something happened for the first time In the darkest little paradise Shaking, pacin', I just need you For you, I would cross the line I would waste my time I would lose my mind They say, ""She's gone too far this time""  Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life  My name is whatever you decide And I'm just gonna call you mine I'm insane, but I'm your baby (Your baby) Echoes (Echoes) of your name inside my mind Halo hiding my obsession I once was poison ivy, but now I'm your daisy  And, baby, for you I would (I would) fall from grace Just to (Just to) touch your face If you (If you) walk away, I'd beg you on my knees to stay You might also like Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life (Yeah, ooh) Don't blame me, love made me crazy If it doesn't, you ain't doin' it right (Doin' it right) Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life  I get so high, oh Every time you're, every time you're lovin' me You're lovin' me Trip of my life, oh Every time you're, every time you're touchin' me You're touchin' me Every time you're, every time you're lovin' me  Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life (Usin' for the rest of my life, oh-woah-oh-oh)  Don't blame me, love made me crazy If it doesn't, you ain't doin' it right (Doin' it right, no) Lord, save me, my drug is my baby I'll be usin' for the rest of my life, oh-oh Don't blame me, love made me crazy (Oh-oh-oh) If it doesn't, you ain't doin' it right (You ain't doin' it right) Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life (I'll be usin', I'll be usin') I get so high, oh Every time you're, every time you're lovin' me You're lovin' me Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life"
81,Reputation,End Game,"I wanna be your end game I wanna be your first string I wanna be your A-Team (Woah, woah, woah) I wanna be your end game, end game  Big reputation, big reputation Ooh, you and me, we got big reputations, ah And you heard about me, ooh I got some big enemies (Yeah) Big reputation, big reputation Ooh, you and me would be a big conversation, ah (Git, git) And I heard about you, ooh (Yeah) You like the bad ones, too You so dope, don't overdose, I’m so stoked, I need a toast We do the most, I'm in the Ghost like I'm whippin’ a boat (Boat, boat, boat) I got a reputation, girl, that don't precede me (Yeah) I'm one call away whenever you need me (Yeah) I'm in a G5 (Yeah), come to the A-Side (Yeah) I got a bad boy persona, that's what they like (That's what they like) You love it, I love it too 'cause you my type (You my type) You hold me down and I protect you with my life (My life, my life)  I don't wanna touch you (I don’t wanna be) Just another ex-love (You don’t wanna see) I don't wanna miss you (I don’t wanna miss you) Like the other girls do I don't wanna hurt you (I just wanna be) Drinking on a beach with (You all over me) I know what they all say (I know what they all say) But I ain't tryna play  I wanna be your end game (End game) I wanna be your first string (First string) I wanna be your A-Team (A-Team) I wanna be your end game, end game You might also like Knew her when I was young, reconnected when we were little bit older Both sprung, I got issues and chips on both of my shoulders Reputation precedes me, in rumors, I'm knee-deep The truth is, it’s easier to ignore it, believe me Even when we'd argue, we'd not do it for long And you understand the good and bad end up in the song For all your beautiful traits and the way you do it with ease For all my flaws, paranoia, and insecurities I've made mistakes and made some choices, that's hard to deny After the storm, something was born on the 4th of July I've passed days without fun, this end game is the one With four words on the tip of my tongue, I'll never say it  I don't wanna touch you (I don't wanna be) Just another ex-love (You don't wanna see) I don't wanna miss you (I don't wanna miss you) Like the other girls do I don't wanna hurt you (I just wanna be) Drinking on a beach with (You all over me) I know what they all say (Yeah) But I ain't tryna play  I wanna be your end game (End game) I wanna be your first string (Wanna be your first string) I wanna be your A-Team (A-Team) I wanna be your end game, end game Big reputation, big reputation Ooh, you and me, we got big reputations, ah And you heard about me, ooh I got some big enemies, hey Big reputation, big reputation, yeah Ooh, you and me would be a big conversation, ah And I heard about you, ooh You like the bad ones, too  I hit you like bang, we tried to forget it, but we just couldn't And I bury hatchets, but I keep maps of where I put 'em Reputation precedes me, they told you I'm crazy I swear I don't love the drama, it loves me And I can't let you go, your handprints on my soul It's like your eyes are liquor, it's like your body is gold You've been callin' my bluff on all my usual tricks (Ooh) So here's the truth from my red lips (Ah)  I wanna be your end game (End game) I wanna be your first string (Me and you; First string) I wanna be your A-Team (Be your A-Team now; A-Team) I wanna be your end game, end game I wanna be your end game (Oh, I do) I wanna be your first string (First string) I wanna be your A-Team (A-Team) I wanna be your end game, end game"
82,Reputation,Dancing with Our Hands Tied,"I, I loved you in secret First sight, yeah, we love without reason Oh, twenty-five years old Oh, how were you to know? And My, my love had been frozen Deep blue, but you painted me golden Oh, and you held me close Oh, how was I to know? I–  Could've spent forever with your hands in my pockets Picture of your face in an invisible locket You said there was nothing in the world that could stop it I had a bad feeling And darling, you had turned my bed into a sacred oasis People started talking, putting us through our paces I knew there was no one in the world who could take it I had a bad feeling But we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing Like it was the first time, first time Yeah, we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing And I had a bad feeling But we were dancing  I, I loved you in spite of Deep fears that the world would divide us So, baby, can we dance Oh, through an avalanche? And Say, say that we got it I'm a mess, but I'm the mess that you wanted Oh, 'cause it's gravity Oh, keeping you with me, I–  Could've spent forever with your hands in my pockets Picture of your face in an invisible locket You said there was nothing in the world that could stop it I had a bad feeling You might also like But we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing Like it was the first time, first time Yeah, we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing (Knew we had our hands tied) And I had a bad feeling But we were dancing  I'd kiss you as the lights went out Swaying as the room burned down I'd hold you as the water rushes in If I could dance with you again I'd kiss you as the lights went out Swaying as the room burned down I'd hold you as the water rushes in If I could dance with you again (Again)  Dancing with our hands tied, hands tied Oh, yeah, we were dancing Like it was the first time, first time (First time, first time) Yeah, we were dancing (Oh) Dancing with our hands tied, hands tied (Dancing with our hands tied) Yeah, we were dancing (Ooh) And I had a bad feeling (Had a bad feeling) But we were dancing (Ooh-ooh, ooh-ooh) Hands tied, hands tied (Dancing)"
83,Reputation,King Of My Heart,"I'm perfectly fine, I live on my own I made up my mind, I'm better off bein' alone We met a few weeks ago Now you try on callin' me ""baby"" like tryin' on clothes  Salute to me, I'm your American queen And you move to me like I'm a Motown beat And we rule the kingdom inside my room 'Cause all the boys and their expensive cars With their Range Rovers and their Jaguars Never took me quite where you do And all at once, you are the one I have been waiting for King of my heart, body and soul, ooh-woah And all at once, you're all I want, I'll never let you go King of my heart, body and soul, ooh-woah  And all at once, I've been waiting, waiting Ooh-woah, ooh-woah And all at once, you are the one, I have been waiting, waiting Body and soul, ooh-woah And all at once  Late in the night, the city's asleep Your love is a secret I'm hoping, dreaming, dying to keep Change my priorities The taste of your lips is my idea of luxury  Salute to me, I'm your American queen And you move to me like I'm a Motown beat And we rule the kingdom inside my room (Inside my room, oh) 'Cause all the boys and their expensive cars With their Range Rovers and their Jaguars Never took me quite where you do (Where you do) You might also like And all at once, you are the one I have been waiting for King of my heart, body and soul, ooh-woah And all at once, you're all I want, I'll never let you go King of my heart (My heart), body and soul, ooh-woah  And all at once (Hey), I've been waiting, waiting (Waiting) Ooh-woah, ooh-woah And all at once, you are the one I have been waiting (Waiting), waiting (Waiting) Body and soul, ooh-woah And all at once  Is this the end of all the endings? My broken bones are mending With all these nights we're spending Up on the roof with a school girl crush Drinking beer out of plastic cups Say you fancy me, not fancy stuff Baby, all at once, this is enough  And all at once, you are the one I have been waiting for King of my heart, body and soul, ooh-woah And all at once, you are the one I have been waiting for King of my heart, body and soul, ooh-woah And all at once, you're all I want, I'll never let you go King of my heart (My heart), body and soul (My soul), ooh-woah  And all at once, I've been waiting, waiting Ooh-woah, ooh-woah (Ooh-woah) And all at once, you are the one I have been waiting, waiting Body and soul, ooh-woah And all at once"
84,Reputation,New Year's Day,"There's glitter on the floor after the party Girls carrying their shoes down in the lobby Candle wax and Polaroids on the hardwood floor You and me from the night before, but  Don’t read the last page But I stay when you're lost and I'm scared and you’re turning away I want your midnights But I'll be cleaning up bottles with you on New Year's Day You squeeze my hand three times in the back of the taxi I can tell that it's gonna be a long road I'll be there if you're the toast of the town, babe Or if you strike out and you're crawling home  Don't read the last page But I stay when it’s hard or it’s wrong or we're making mistakes I want your midnights But I’ll be cleaning up bottles with you on New Year's Day  Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you And I will hold on to you  Please, don't ever become a stranger Whose laugh I could recognize anywhere Please, don't ever become a stranger Whose laugh I could recognize anywhere  There’s glitter on the floor after the party Girls carrying their shoes down in the lobby Candle wax and Polaroids on the hardwood floor You and me forevermore You might also like Don't read the last page But I stay when it's hard or it's wrong or we're making mistakes I want your midnights But I'll be cleaning up bottles with you on New Year's Day  Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you And I will hold on to you  Please, don't ever become a stranger (To the memories, they will hold on to you) Whose laugh I could recognize anywhere (Hold on to the memories, they will hold on to you) Please, don't ever become a stranger (Hold on to the memories, they will hold on to you) Whose laugh I could recognize anywhere (I will hold on to you)"
85,Reputation,Gorgeous,"Gorgeous  You should take it as a compliment That I got drunk and made fun of the way you talk You should think about the consequence Of your magnetic field being a little too strong And I got a boyfriend, he's older than us He's in the club doin' I don't know what You're so cool, it makes me hate you so much (I hate you so much) Whisky on ice, Sunset and Vine You've ruined my life by not being mine  You're so gorgeous I can't say anything to your face 'Cause look at your face (Gorgeous) And I'm so furious At you for making me feel this way But what can I say? You're gorgeous  You should take it as a compliment That I'm talking to everyone here but you (But you, but you) And you should think about the consequence Of you touching my hand in a darkened room (Dark room, dark room) If you've got a girlfriend, I'm jealous of her But if you're single that's honestly worse 'Cause you're so gorgeous it actually hurts (Honey, it hurts)  Ocean blue eyes looking in mine I feel like I might sink and drown and die You might also like You're so gorgeous I can't say anything to your face (To your face) 'Cause look at your face (Look at your face, gorgeous) And I'm so furious At you for making me feel this way (Feel this way) But what can I say? You're gorgeous  You make me so happy it turns back to sad There's nothing I hate more than what I can't have And you are so gorgeous it makes me so mad (Mmh) You make me so happy it turns back to sad (Yeah) There's nothing I hate more than what I can't have and Guess I'll just stumble on home to my cats (Yeugh) alone Unless, you wanna come along? (Oh)  You're so gorgeous I can't say anything to your face (To your face) 'Cause look at your face (Look at your face, gorgeous) And I'm so furious (I'm so furious) At you for making me feel this way (Feel this way) But what can I say? (I say) You're gorgeous You make me so happy it turns back to sad (Yeah) There's nothing I hate more than what I can't have And you are so gorgeous it makes me so mad (Mmh) You're gorgeous You make me so happy it turns back to sad (It turns back to sad) There's nothing I hate more than what I can't have (What I can't have) You are so gorgeous it makes me so mad (Mmh) You're gorgeous"
87,Reputation,Call It What You Want,"My castle crumbled overnight I brought a knife to a gunfight They took the crown, but it's alright All the liars are calling me one Nobody's heard from me for months I'm doin' better than I ever was 'Cause  My baby's fit like a daydream Walkin' with his head down I'm the one he's walking to So call it what you want, yeah Call it what you want to My baby's fly like a jet stream High above the whole scene Loves me like I'm brand new So call it what you want, yeah Call it what you want to All my flowers grew back as thorns Windows boarded up after the storm He built a fire just to keep me warm All the drama queens taking swings All the jokers dressing up as kings They fade to nothing when I look at him And I know I make the same mistakes every time Bridges burn, I never learn At least I did one thing right I did one thing right I'm laughing with my lover, makin' forts under covers Trust him like a brother Yeah, you know I did one thing right Starry eyes sparkin' up my darkest night  My baby's fit like a daydream Walkin' with his head down I'm the one he's walking to So call it what you want, yeah Call it what you want to My baby's fly like a jet stream High above the whole scene Loves me like I'm brand new (Call it what you want, call it what you want, call it) So call it what you want, yeah Call it what you want to You might also like I want to wear his initial on a chain 'round my neck Chain 'round my neck Not because he owns me But 'cause he really knows me Which is more than they can say, I I recall late November Holding my breath, slowly, I said ""You don't need to save me But would you run away with me?"" Yes (Would you run away?)  My baby's fit like a daydream Walkin' with his head down I'm the one he's walking to (Call it what you want, call it what you want, call it) So call it what you want, yeah (Call it what you want it to) Call it what you want to My baby's fly like a jet stream (Oh) High above the whole scene Loves me like I'm brand new (Call it what you want, call it what you want, call it) So call it what you want, yeah Call it what you want to (Call it what you want, call it) (Call it what you want, call it what you want, call it) (Call it what you want, call it what you want, call it) (Call it what you want, call it what you want, call it) (Call it what you want, call it what you want, call it) (Call it what you want, call it what you want, call it) (Call it what you want, call it what you want, call it) Call it what you want, yeah Call it what you want to"
89,Reputation,Dress,"Our secret moments in a crowded room They got no idea about me and you There is an indentation in the shape of you Made your mark on me, a golden tattoo  All of this silence and patience, pining and anticipation My hands are shaking from holding back from you Ha, ah, ah All of this silence and patience, pining and desperately waiting My hands are shaking from all this Ah, ha, ha, ha-ah Say my name and everything just stops I don't want you like a best friend Only bought this dress so you could take it off Take it off, ha, ha, ha-ah Carve your name into my bedpost ’Cause I don't want you like a best friend Only bought this dress so you could take it off Take it off, ha, ha, ha-ah  Inescapable, I'm not even gonna try And if I get burned, at least we were electrified I’m spilling wine in the bathtub You kiss my face and we're both drunk Everyone thinks that they know us But they know nothin' about  All of this silence and patience, pining and anticipation My hands are shaking from holding back from you Ha, ah, ah All of this silence and patience, pining and desperately waiting My hands are shaking from all this Ah, ha, ha, ha-ah You might also like Say my name and everything just stops I don't want you like a best friend Only bought this dress so you could take it off Take it off, ha, ha, ha-ah Carve your name into my bedpost 'Cause I don't want you like a best friend Only bought this dress so you could take it off Take it off, ha, ha  Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah Only bought this dress so you could take it off Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah Only bought this dress so you could take it off  Flashback when you met me, your buzzcut and my hair bleached Even in my worst times, you could see the best in me Flashback to my mistakes, my rebounds, my earthquakes Even in my worst lies, you saw the truth in me And I woke up just in time, now I wake up by your side My one and only, my lifeline I woke up just in time, now I wake up by your side My hands shake, I can't explain this Ah, ha, ha, ha-ah Say my name and everything just stops I don't want you like a best friend Only bought this dress so you could take it off Take it off, ha, ha, ha-ah Carve your name into my bedpost ’Cause I don’t want you like a best friend Only bought this dress so you could take it off Take it off, ha, ha, ha-ah  There is an indentation in the shape of you Only bought this dress so you could take it off You made your mark on me, golden tattoo Only bought this dress so you could take it off"
90,Reputation,Look What You Made Me Do,"I don't like your little games Don't like your tilted stage The role you made me play Of the fool, no, I don't like you I don't like your perfect crime How you laugh when you lie You said the gun was mine Isn't cool, no, I don't like you (Oh)  But I got smarter, I got harder in the nick of time Honey, I rose up from the dead, I do it all the time I've got a list of names and yours is in red, underlined I check it once, then I check it twice, oh! Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me— Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do  I don't like your kingdom keys They once belonged to me You asked me for a place to sleep Locked me out and threw a feast (What?) The world moves on, another day, another drama, drama But not for me, not for me, all I think about is karma And then the world moves on, but one thing's for sure Maybe I got mine, but you'll all get yours  But I got smarter, I got harder in the nick of time Honey, I rose up from the dead, I do it all the time I've got a list of names and yours is in red, underlined I check it once, then I check it twice, oh! You might also like Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me— Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do  I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams (Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me— Ooh, look what you made me do Look what you made me do Look what you just made me—) ""I'm sorry, the old Taylor can't come to the phone right now ""Why? Oh, 'cause she's dead!"" (Oh) Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me— Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me— Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do"
91,Reputation,So It Goes...,"See you in the dark All eyes on you, my magician All eyes on us You make everyone disappear, and Cut me into pieces Gold cage, hostage to my feelings Back against the wall Trippin', trip-trippin' when you're gone  'Cause we break down a little But when you get me alone, it's so simple 'Cause, baby, I know what you know We can feel it And all the pieces fall right into place Getting caught up in a moment Lipstick on your face So it goes I'm yours to keep And I'm yours to lose You know I'm not a bad girl, but I Do bad things with you So it goes  Met you in a bar All eyes on me, your illusionist All eyes on us I make all your gray days clear And wear you like a necklace I'm so chill, but you make me jealous But I got your heart Skippin', skip-skippin' when I'm gone  'Cause we break down a little But when I get you alone, it's so simple 'Cause, baby, I know what you know We can feel it You might also like And all the pieces fall right into place Getting caught up in a moment Lipstick on your face So it goes I'm yours to keep And I'm yours to lose You know I'm not a bad girl, but I Do bad things with you So it goes  Come here, dressed in black now So, so, so it goes Scratches down your back now So, so, so it goes  You did a number on me But, honestly, baby, who's counting? I did a number on you But, honestly, baby, who's counting? You did a number on me But, honestly, baby, who's counting? Who's counting? (One, two, three) And all the pieces fall (Pieces fall) right into place Getting caught up in a moment (Caught up, caught up) Lipstick on your face So it goes I'm yours to keep (Oh) And I'm yours to lose (Baby) You know I'm not a bad girl, but I Do bad things with you So it goes  Come here, dressed in black now So, so, so it goes Scratches down your back now So, so, so it goes Come here, dressed in black now So, so, so it goes Scratches down your back now So, so, so it goes"
92,Reputation,I Did Something Bad,"I never trust a narcissist, but they love me So I play 'em like a violin And I make it look, oh, so easy 'Cause for every lie I tell them, they tell me three This is how the world works Now all he thinks about is me  I can feel the flames on my skin Crimson red paint on my lips If a man talks shit, then I owe him nothing I don't regret it one bit 'cause he had it coming They say I did something bad Then why's it feel so good? They say I did something bad But why's it feel so good? Most fun I ever had And I'd do it over and over and over again if I could It just felt so good, good  Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da Da-da, da-da  I never trust a playboy, but they love me So I fly 'em all around the world And I let them think they saved me They never see it comin', what I do next This is how the world works You gotta leave before you get left  I can feel the flames on my skin He says, ""Don't throw away a good thing"" But if he drops my name, then I owe him nothin' And if he spends my change, then he had it comin' You might also like They say I did something bad (Oh) Then why's it feel so good? They say I did something bad But why's it feel so good? Most fun I ever had And I'd do it over and over and over again if I could It just felt so good, good  Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da (It just felt so good) Ra-di-di-di-di-di-di-di-di-di-da-da Da-da, da-da  They're burning all the witches even if you aren't one They got their pitchforks and proof, their receipts and reasons They're burning all the witches even if you aren't one So light me up (Light me up), light me up (Light me up) Light me up, go ahead and light me up (Light me up) Light me up (Light me up), light me up (Light me up) Light me up (Light me up), light me up  They say I did something bad (Oh) Then why's it feel so good? (So good) They say I did something bad But why's it feel so good? (Good) Most fun I ever had (Most fun I ever had) And I'd do it over and over and over again if I could It just felt so good (Good), good Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da Da-da, da-da  Oh, you say I did something bad (You say I did something bad?) Why's it feel so good, good? So bad, why's it feel so good? Why's it feel, why's it feel so good? (Bad) It just felt so good, good"
93,Lover,It's Nice to Have a Friend,"Ooh Ooh  School bell rings, walk me home Sidewalk chalk covered in snow Lost my gloves, you give me one ""Wanna hang out?"" Yeah, sounds like fun Video games, you pass me a note Sleeping in tents It's nice to have a friend (Ooh) It's nice to have a friend (Ooh)  Light pink sky, up on the roof Sun sinks down, no curfew 20 questions, we tell the truth You've been stressed out lately, yeah, me too Something gave you the nerve To touch my hand  It's nice to have a friend (Ooh) It's nice to have a friend (Ooh)   Church bells ring, carry me home Rice on the ground looks like snow Call my bluff, call you ""Babe"" Have my back, yeah, every day Feels like home, stay in bed The whole weekend You might also like It's nice to have a friend (Ooh) It's nice to have a friend (Ooh) It's nice to have a friend (Ooh) (Ooh)"
94,Lover,I Think He Knows,"I think he knows His footprints on the sidewalk Lead to where I can't stop Go there every night I think he knows His hands around a cold glass Make me wanna know that Body like it's mine  He got that boyish look that I like in a man I am an architect, I'm drawing up the plans It's like I'm 17, nobody understands No one understands He got my heartbeat Skipping down 16th Avenue Got that, ah, I mean Wanna see what's under that attitude like I want you, bless my soul And I ain't gotta tell him, I think he knows I think he knows  I think he knows When we get all alone I'll make myself at home And he'll want me to stay I think he knows He'd better lock it down Or I won't stick around 'Cause good ones never wait (Ha)  He got that boyish look that I like in a man I am an architect, I'm drawing up the plans He's so obsessed with me and, boy, I understand Boy, I understand  He got my heartbeat (Heartbeat) Skipping down 16th Avenue Got that, ah, I mean (I mean) Wanna see what's under that attitude like I want you, bless my soul And I ain't gotta tell him, I think he knows I think he knows You might also like I want you, bless my I want you, bless my I want you, bless my I want you, bless my soul  Lyrical smile, indigo eyes, hand on my thigh We could follow the sparks, I'll drive Lyrical smile, indigo eyes, hand on my thigh We could follow the sparks, I'll drive ""So where we gonna go?"" I whisper in the dark ""Where we gonna go?"" I think he knows  He got my heartbeat (Heartbeat) Skipping down 16th Avenue (Baby) Got that, ah, I mean (I mean) Wanna see what's under that attitude like (Yeah) I want you, bless my soul And I ain't gotta tell him, I think he knows I think he knows  I want you, bless my I want you, bless my I want you, bless my (Oh, baby) I want you, bless my soul (He got my heartbeat) I want you, bless my (Skipping down 16th Avenue, baby) I want you, bless my I want you, bless my soul And I ain't gotta tell him, I think he knows"
95,Lover,London Boy,"We can go drivin' in, on my scooter Uh, you know, just 'round London (Oh, I'd—)  I love my hometown as much as Motown, I love SoCal And you know I love Springsteen, faded blue jeans, Tennessee whiskey But somethin' happened, I heard him laughin' I saw the dimples first and then I heard the accent They say home is where the heart is But that's not where mine lives You know I love a London boy I enjoy walkin' Camden Market in the afternoon He likes my American smile, like a child when our eyes meet Darling, I fancy you Took me back to Highgate, met all of his best mates So I guess all the rumors are true You know I love a London boy Boy, I fancy you (Ooh)  And now I love high tea, stories from Uni, and the West End You can find me in the pub, we are watchin' rugby with his school friends Show me a gray sky, a rainy cab ride Babes, don't threaten me with a good time They say home is where the heart is But, God, I love the English  You know I love a London boy I enjoy nights in Brixton, Shoreditch in the afternoon He likes my American smile, like a child when our eyes meet Darling, I fancy you Took me back to Highgate, met all of his best mates So I guess all the rumors are true You know I love a London boy Boy, I fancy you You might also like So please show me Hackney Doesn't have to be Louis V up on Bond Street Just wanna be with you Wanna be with you Stick with me, I'm your queen Like a Tennessee Stella McCartney on the Heath Just wanna be with you (Wanna be with you) Wanna be with you, oh, woah  You know I love a London boy I enjoy walkin' Soho, drinkin' in the afternoon (Yeah) He likes my American smile, like a child when our eyes meet Darling, I fancy you (You) Took me back to Highgate, met all of his best mates So I guess all the rumors are true (Yeah) You know I love a London boy (Oh) Boy (Oh), I fancy you (I fancy you; ooh)  So please show me Hackney Doesn't have to be Louis V up on Bond Street Just wanna be with you (Ooh) I, oh, I, I fancy you, oh, woah-ah-ah (Ooh) Stick with me, I'm your queen Like a Tennessee Stella McCartney on the Heath Just wanna be with you (Ooh), wanna be with you I fancy you (Yeah), I fancy you, ah-ah (Ooh)"
96,Lover,Paper Rings,"The moon is high Like your friends were the night that we first met Went home and tried to stalk you on the internet Now I've read all of the books beside your bed The wine is cold Like the shoulder that I gave you in the street Cat and mouse for a month or two or three Now I wake up in the night and watch you breathe  (Ayy) Kiss me once 'cause you know I had a long night (Oh) Kiss me twice 'cause it's gonna be alright (Uh) Three times 'cause I waited my whole life (1, 2, 1, 2, 3, 4) I like shiny things, but I'd marry you with paper rings Uh huh, that's right Darling, you're the one I want, and I hate accidents except when we went from friends to this Uh huh, that's right Darling, you're the one I want In paper rings, in picture frames, in dirty dreams Oh, you're the one I want  In the winter, in the icy outdoor pool When you jumped in first, I went in too I'm with you even if it makes me blue Which takes me back To the color that we painted your brother's wall Honey, without all the exes, fights, and flaws We wouldn't be standing here so tall, so  (Ayy) Kiss you once 'cause I know you had a long night (Oh) Kiss you twice 'cause it's gonna be alright (Uh) Three times 'cause you waited your whole life (1, 2, 1, 2, 3, 4) Ah You might also like I like shiny things, but I'd marry you with paper rings Uh huh, that's right Darling, you're the one I want, and I hate accidents except when we went from friends to this Uh huh, that's right Darling, you're the one I want In paper rings, in picture frames, in dirty dreams Oh, you're the one I want  I want to drive away with you I want your complications too I want your dreary Mondays Wrap your arms around me, baby boy I want to drive away with you I want your complications too I want your dreary Mondays Wrap your arms around me, baby boy Uh huh  I like shiny things, but I'd marry you with paper rings Ah-ah, that's right, you're the one I want I hate accidents except when we went from friends to this Ah-ah, darling, you're the one I want I like shiny things, but I'd marry you with paper rings Uh huh, that's right Darling, you're the one I want, and I hate accidents except when we went from friends to this Uh huh, that's right Darling, you're the one I want In paper rings, in picture frames, in all my dreams You're the one I want In paper rings, in picture frames, in all my dreams Oh, you're the one I want You're the one I want, one I want You're the one I want, one I want"
